,Date,Crypto,Volume,Market Cap,OpenClose,HighLow
7880,2017-11-20,4,0.0035482941195537497,0.035702099090936676,-3.4455911616609427,5.335006712694096
7881,2017-11-19,4,0.004081222726978894,0.03596397027280197,-1.9710105989053233,7.7017449745229385
7882,2017-11-18,4,0.0015943447294797062,0.038459487753903544,-4.496964589067261,6.692052114206021
7883,2017-11-17,4,0.002392136881189848,0.038362678426511275,-0.6699940974415171,2.271895033615422
7884,2017-11-16,4,0.003603279394451889,0.03484448435064609,0.7611964826086393,3.879102833753649
7885,2017-11-15,4,0.003265928240649203,0.03330581840522031,1.3820002889199259,3.3652401263144753
7886,2017-11-14,4,0.004320340080746407,0.035628096828733365,-6.1807152587342955,7.3916465713330695
7887,2017-11-13,4,0.004651240484698735,0.03336172440254103,-3.0598420720455977,6.966864285859842
7888,2017-11-12,4,0.008002420785716446,0.03264854493573916,2.202610250686618,6.914276636084992
7889,2017-11-11,4,0.00471081011388816,0.03268628344411607,-5.114703853486617,7.129975934267748
7890,2017-11-10,4,0.003773302353931244,0.030965557276239,7.15715462554158,10.245056960787238
7891,2017-11-09,4,0.003486167338490781,0.033450231304667864,-3.814155136885617,7.293782278006972
7892,2017-11-08,4,0.00353405894309636,0.0373819428249086,-4.78823919492919,8.733789589541203
7893,2017-11-07,4,0.0020100585191527155,0.03316756464697725,1.3266170819064058,4.840649829505139
7894,2017-11-06,4,0.0032769763694597293,0.03426669198149567,-0.8247113847091327,3.98274448832197
7895,2017-11-05,4,0.0018033039965118349,0.03305257215553661,1.2738636988710113,2.11915874368718
7896,2017-11-04,4,0.0018547687485254913,0.03384285644626772,1.6680567732247908,3.2721163250399172
7897,2017-11-03,4,0.002916107211395808,0.034137914663638566,-5.630804694726393,7.167360904555835
7898,2017-11-02,4,0.003986063515430116,0.03436998395201186,1.146725164471988,4.529261804814794
7899,2017-11-01,4,0.0023533847336524296,0.0320027514200398,4.822859967050391,5.443536868566355
7900,2017-10-31,4,0.000950302933177328,0.03270742721019746,0.49006075300684415,1.5264226642547527
7901,2017-10-30,4,0.0013042074224050703,0.0326091469775573,-0.9647390495305359,2.018719330962
7902,2017-10-29,4,0.00252261953000877,0.033359757441497676,-2.8539307904953546,5.862046561234237
7903,2017-10-28,4,0.001007470779085416,0.03193228910126341,0.5457358375287953,2.306658504668249
7904,2017-10-27,4,0.0010038093204651868,0.03012520823415432,-0.3076455190598466,1.767339769451695
7905,2017-10-26,4,0.001125204573704103,0.02822963069084898,0.5041682803146159,1.9791878470109197
7906,2017-10-25,4,0.0011668435447286418,0.028833231018294565,0.1718633705666548,3.8288005759246033
7907,2017-10-24,4,0.0027344163421689936,0.02759456989196875,-3.756941253396718,10.365890722626972
7908,2017-10-23,4,0.0018083998951074034,0.026044365439179124,2.8388206123764803,6.547049566283761
7909,2017-10-22,4,0.0011961422203382566,0.02719529331998828,1.727218028803307,4.333132637041913
7910,2017-10-21,4,0.0011834200148910156,0.023937289726736522,1.1276234866611503,4.168375929094381
7911,2017-10-20,4,0.001199730034644428,0.023898829922658037,1.3289138597156693,2.61751486265662
7912,2017-10-19,4,0.0009865020454950311,0.02459839860371516,2.09355165526415,3.5595126096506675
7913,2017-10-18,4,0.001992695348289777,0.02381755667311102,0.8351388232849644,9.152344291420448
7914,2017-10-17,4,0.0016460748044471718,0.023787591826623416,5.172796948030452,6.958924640165321
7915,2017-10-16,4,0.0022017504189823255,0.025123520330530544,0.9979470588897641,5.211090597068917
7916,2017-10-15,4,0.0022273592463760636,0.02491607885580235,0.871667870252125,6.956345254630776
7917,2017-10-14,4,0.0015768292633152683,0.02554430773103223,-0.2284855776790664,3.9668621067703924
